English_Name;Native_Name;Glottocode;near_ISO6393;639-3;639-2_B;639-2_T;639-1;Scope;Language_Type;#L1_Speakers
Gulicha;0;guli1243;byr;0;0;0;0;0;0;Unknow
Nuclear Baruya;0;nucl1457;byr;0;0;0;0;0;0;Unknow
Usirampia;0;usir1238;byr;0;0;0;0;0;0;Unknow
Wantakia;0;want1250;byr;0;0;0;0;0;0;Unknow
Menya;0;meny1245;0;mcr;0;0;0;I;L;10K-100K
Howi;0;howi1238;hmt;0;0;0;0;0;0;Unknow
Kaintiba;0;kain1268;hmt;0;0;0;0;0;0;Unknow
Nuclear Hamtai;0;nucl1456;hmt;0;0;0;0;0;0;Unknow
Pmasa'a;0;pmas1239;hmt;0;0;0;0;0;0;Unknow
Wenta;0;went1242;hmt;0;0;0;0;0;0;Unknow
Kamasa-Susuami;0;kama1359;0;0;0;0;0;0;0;Unknow
Kawacha;0;kawa1276;0;kcb;0;0;0;I;L;Unknow
Kamasa;0;kama1360;0;klp;0;0;0;I;L;Unknow
Susuami;0;susu1251;0;ssu;0;0;0;I;L;Unknow
Aiewomba;0;aiew1238;apz;0;0;0;0;0;0;Unknow
Wajakes;0;waja1260;apz;0;0;0;0;0;0;Unknow
Ankave;0;anka1246;0;aak;0;0;0;I;L;<10K
Tainae-Akoye;0;tain1255;0;0;0;0;0;0;0;Unknow
Ankai;0;anka1247;aak;0;0;0;0;0;0;Unknow
Bu'u;0;buuu1245;aak;0;0;0;0;0;0;Unknow
Miyatnu;0;miya1257;aak;0;0;0;0;0;0;Unknow
Sawuve;0;sawu1242;aak;0;0;0;0;0;0;Unknow
Wiyagwa;0;wiya1238;aak;0;0;0;0;0;0;Unknow
Wunavai;0;wuna1250;aak;0;0;0;0;0;0;Unknow
Inland Gulf of Papua;0;inla1262;0;0;0;0;0;0;0;Unknow
Marind-Boazi-Yaqai;0;mari1437;0;0;0;0;0;0;0;Unknow
Tirio;0;tiri1259;0;0;0;0;0;0;0;Unknow
Ipiko;0;ipik1244;0;ipo;0;0;0;I;L;Unknow
West Inland Gulf of Papua;0;west2867;0;0;0;0;0;0;0;Unknow
Hoyaic;0;hoya1236;0;0;0;0;0;0;0;Unknow
Mahigi;0;mahi1249;0;0;0;0;0;0;0;Unknow
Minanibai-Foia Foia;0;mina1274;0;0;0;0;0;0;0;Unknow
Hoia Hoia-Ukusi-Koperami;0;hoia1235;0;0;0;0;0;0;0;Unknow
Hoyahoya-Matakaia;0;hoya1235;0;0;0;0;0;0;0;Unknow
Boazi;0;boaz1244;0;0;0;0;0;0;0;Unknow
Marindic;0;nucl1621;0;0;0;0;0;0;0;Unknow
Yaqayic;0;yaqa1245;0;0;0;0;0;0;0;Unknow
Kuni-Boazi;0;kuni1265;0;kvg;0;0;0;I;L;<10K
Zimakani;0;zima1244;0;zik;0;0;0;I;L;Unknow
Aewa (Western Province);0;aewa1238;kvg;0;0;0;0;0;0;Unknow
Ingias;0;ingi1242;kvg;0;0;0;0;0;0;Unknow
Khoamak;0;khoa1239;kvg;0;0;0;0;0;0;Unknow
Kuni (Western Province);0;kuni1266;kvg;0;0;0;0;0;0;Unknow
Sengeze;0;seng1283;kvg;0;0;0;0;0;0;Unknow
Wamak;0;wama1248;kvg;0;0;0;0;0;0;Unknow
Bagwa;0;bagw1238;zik;0;0;0;0;0;0;Unknow
Dea;0;deaa1242;zik;0;0;0;0;0;0;Unknow
Nuclear Zimakani;0;nucl1623;zik;0;0;0;0;0;0;Unknow
Bian Marind;0;bian1251;0;bpv;0;0;0;I;L;Unknow
Marind;0;nucl1622;0;mrz;0;0;0;I;L;Unknow
Central Marind;0;cent2332;mrz;0;0;0;0;0;0;Unknow
Coastal Marind;0;hali1245;mrz;0;0;0;0;0;0;Unknow
Gawir;0;gawi1240;mrz;0;0;0;0;0;0;Unknow
Southeast Marind;0;sout2944;mrz;0;0;0;0;0;0;Unknow
Tugeri;0;tuge1242;mrz;0;0;0;0;0;0;Unknow
Warkay-Bipim;0;wark1247;0;bgv;0;0;0;I;L;Unknow
Yaqay;0;yaqa1246;0;jaq;0;0;0;I;L;Unknow
Bapai;0;bapa1239;jaq;0;0;0;0;0;0;Unknow
Nambiomon-Mabur;0;namb1294;jaq;0;0;0;0;0;0;Unknow
Oba-Miwamon;0;obam1239;jaq;0;0;0;0;0;0;Unknow
Abom;0;abom1238;0;aob;0;0;0;I;L;Unknow
Nuclear Tirio;0;nucl1713;0;0;0;0;0;0;0;Unknow
Baramu;0;bara1378;0;bmz;0;0;0;I;L;Unknow
Were;0;were1244;0;0;0;0;0;0;0;Unknow
Giribam;0;giri1244;aup;0;0;0;0;0;0;Unknow
Awiakay-Karimba;0;awia1234;arf;0;0;0;0;0;0;Unknow
Nanubae-Imangae;0;nanu1240;0;0;0;0;0;0;0;Unknow
Tapei;0;tape1242;0;afp;0;0;0;I;L;Unknow
Unclassified Arafundi;0;uncl1510;0;0;0;0;0;0;0;Unknow
Andambit;0;anda1288;afd;0;0;0;0;0;0;Unknow
Imboin;0;imbo1239;afd;0;0;0;0;0;0;Unknow
Kaiyam;0;kaiy1240;afd;0;0;0;0;0;0;Unknow
Kupin;0;kupi1239;afd;0;0;0;0;0;0;Unknow
Namata;0;nama1271;afd;0;0;0;0;0;0;Unknow
Awiakay;0;awia1235;arf;0;0;0;0;0;0;Unknow
Karimba;0;kari1320;arf;0;0;0;0;0;0;Unknow
Imanmeri;0;iman1240;afk;0;0;0;0;0;0;Unknow
Nanbay;0;nanb1234;afk;0;0;0;0;0;0;Unknow
Wamblamas;0;wamb1260;afk;0;0;0;0;0;0;Unknow
Yamandim;0;yama1266;afk;0;0;0;0;0;0;Unknow
Awim;0;awim1234;afp;0;0;0;0;0;0;Unknow
Imboin-Awim;0;imbo1240;afp;0;0;0;0;0;0;Unknow
Meakambut;0;meak1234;arf;0;0;0;0;0;0;Unknow
Mapudungun;0;mapu1245;0;arn;arn;arn;0;I;L;300000
Tsesungún;0;tses1238;huh;0;0;0;0;0;0;Unknow
Moluche;0;molu1245;arn;0;0;0;0;0;0;Unknow
Pehuenche;0;pehu1241;arn;0;0;0;0;0;0;Unknow
Picunche;0;picu1247;arn;0;0;0;0;0;0;Unknow
Alto Orinoco;0;alto1249;0;0;0;0;0;0;0;Unknow
Medio Rio Negro;0;alto1250;0;0;0;0;0;0;0;Unknow
Caribbean Arawakan;0;cari1281;0;0;0;0;0;0;0;Unknow
Central Maipuran;0;cent2226;0;0;0;0;0;0;0;Unknow
Japura-Colombia;0;japu1236;0;0;0;0;0;0;0;Unknow
Negro-Roraima;0;negr1239;0;0;0;0;0;0;0;Unknow
Southern Maipuran;0;sout3131;0;0;0;0;0;0;0;Unknow
Maipure-Avane;0;maip1247;0;0;0;0;0;0;0;Unknow
Parenic;0;pare1275;0;0;0;0;0;0;0;Unknow
Avane;0;bani1254;0;0;0;0;0;0;0;Unknow
Maipure;0;maip1246;0;0;0;0;0;0;0;Unknow
Baniva de Maroa;0;guar1293;0;0;0;0;0;0;0;Unknow
Yavitero-Pareni;0;yavi1244;0;0;0;0;0;0;0;Unknow
Baniva de Guainia;0;bani1260;gae;0;0;0;0;0;0;Unknow
Warekéna do Xiê;0;ware1257;gae;0;0;0;0;0;0;Unknow
Pareni;0;pare1276;yvt;0;0;0;0;0;0;Unknow
Yavitero;0;yavi1245;yvt;yvt;0;0;0;I;E;Unknow
Bareic;0;bare1282;0;0;0;0;0;0;0;Unknow
Marauia-Castana;0;mara1421;0;0;0;0;0;0;0;Unknow
Baré;0;bare1276;0;bae;0;0;0;I;E;Unknow
Guinau;0;guin1258;0;0;0;0;0;0;0;Unknow
Anauyá;0;anau1243;0;0;0;0;0;0;0;Unknow
Yabaâna-Mainatari;0;yaba1249;0;0;0;0;0;0;0;Unknow
Antillean Arawakan;0;anti1247;0;0;0;0;0;0;0;Unknow
Guajiro-Paraujano;0;guaj1257;0;0;0;0;0;0;0;Unknow
Unclassified Caribbean Arawakan;0;uncl1521;0;0;0;0;0;0;0;Unknow
Ineric;0;iner1234;0;0;0;0;0;0;0;Unknow
Maragua;0;mara1409;0;0;0;0;0;0;0;Unknow
Taino;0;tain1254;0;tnq;0;0;0;I;E;Unknow
Unclassified Antillean Arawakan;0;uncl1528;0;0;0;0;0;0;0;Unknow
Lokono;0;araw1276;0;0;0;0;0;0;0;Unknow
Island Carib-Garifuna;0;isla1279;0;0;0;0;0;0;0;Unknow
Garifuna;0;gari1256;0;cab;0;0;0;I;L;200000
Island Carib;0;isla1278;0;crb;0;0;0;I;E;Unknow
Eastern Garifuna;0;east2562;cab;0;0;0;0;0;0;Unknow
Western Garifuna;0;west2649;cab;0;0;0;0;0;0;Unknow
Vincentian;0;vinc1241;crb;0;0;0;0;0;0;Unknow
Borinquen;0;bori1244;tnq;0;0;0;0;0;0;Unknow
Lucaya;0;luca1234;tnq;0;0;0;0;0;0;Unknow
Taino of Haiti;0;tain1256;tnq;0;0;0;0;0;0;Unknow
Taino of Cuba;0;tain1257;tnq;0;0;0;0;0;0;Unknow
Yamaye;0;yama1267;tnq;0;0;0;0;0;0;Unknow
Caquetio;0;arub1238;0;0;0;0;0;0;0;Unknow
Alile;0;alil1239;pbg;0;0;0;0;0;0;Unknow
Toa;0;toaa1239;pbg;0;0;0;0;0;0;Unknow
Araicu;0;arai1239;0;0;0;0;0;0;0;Unknow
Uirina;0;uiri1238;0;0;0;0;0;0;0;Unknow
Xaray;0;pare1273;0;0;0;0;0;0;0;Unknow
Xinguan Arawak;0;xing1249;0;0;0;0;0;0;0;Unknow
Enawené-Nawé;0;enaw1238;0;unk;0;0;0;I;L;Unknow
Parecís;0;pare1272;0;pab;0;0;0;I;L;<10K
Saraveca;0;sara1331;0;sar;0;0;0;I;E;Unknow
Waura-Mehinaku-Kustenau;0;waur1246;0;0;0;0;0;0;0;Unknow
Yawalapití;0;yawa1261;0;yaw;0;0;0;I;L;Unknow
Kustenau;0;kust1238;0;0;0;0;0;0;0;Unknow
Waura-Mehinaku;0;waur1245;0;0;0;0;0;0;0;Unknow
Mehináku;0;mehi1240;0;mmh;0;0;0;I;L;Unknow
Waurá;0;waur1244;0;wau;0;0;0;I;L;Unknow
Japura-Ica;0;japu1237;0;0;0;0;0;0;0;Unknow
Kaishana;0;kais1242;0;0;0;0;0;0;0;Unknow
Mepuri;0;mepu1234;0;0;0;0;0;0;0;Unknow
Nuclear Japura-Colombia;0;nucl1764;0;0;0;0;0;0;0;Unknow
Jumana;0;juma1250;0;0;0;0;0;0;0;Unknow
Passe;0;pass1250;0;0;0;0;0;0;0;Unknow
Northeast Japura-Colombia;0;nort3362;0;0;0;0;0;0;0;Unknow
Caqueta;0;yucu1252;0;0;0;0;0;0;0;Unknow
Baniwa-Curripaco-Tariano;0;bani1258;0;0;0;0;0;0;0;Unknow
Cabiyarí;0;cabi1241;0;cbb;0;0;0;I;L;Unknow
Piapoco-Achagua;0;piap1247;0;0;0;0;0;0;0;Unknow
Cassiquiare;0;ware1256;0;0;0;0;0;0;0;Unknow
Baniwa-Curripaco;0;bani1259;0;0;0;0;0;0;0;Unknow
Tariana;0;tari1256;0;tae;0;0;0;I;L;Unknow
Baniwa do Icana;0;bani1255;0;0;0;0;0;0;0;Unknow
Curripaco;0;curr1243;0;kpc;0;0;0;I;L;10K-100K
Baniwa Meridional;0;bani1261;bwi;0;0;0;0;0;0;Unknow
Baniwa Central;0;hoho1238;bwi;0;0;0;0;0;0;Unknow
Baniwa Setentrional;0;sius1255;bwi;0;0;0;0;0;0;Unknow
Baniwa do Alto Icana;0;bani1262;bwi;0;0;0;0;0;0;Unknow
Baniwa do Rio Guainia;0;bani1263;bwi;0;0;0;0;0;0;Unknow
Baniwa do Cabeceires do Cuyari;0;bani1264;bwi;0;0;0;0;0;0;Unknow
Korripako;0;korr1239;kpc;0;0;0;0;0;0;Unknow
Unhun;0;unhu1238;kpc;0;0;0;0;0;0;Unknow
Kumandene Tariana;0;kuma1282;tae;0;0;0;0;0;0;Unknow
Periquitos-Santa Rosa Tariana;0;peri1264;tae;0;0;0;0;0;0;Unknow
Periquitos Tariana;0;peri1265;tae;0;0;0;0;0;0;Unknow
Santa Rosa Tariana;0;sant1459;tae;0;0;0;0;0;0;Unknow
Achagua;0;acha1250;0;aca;0;0;0;I;L;<10K
Mandahuaca;0;mand1448;0;mht;0;0;0;I;L;Unknow
Warekena do San Miguel;0;ware1255;0;0;0;0;0;0;0;Unknow
Resígaro;0;resi1247;0;rgr;0;0;0;I;L;Unknow
Uainuma-Mariate;0;uain1239;0;0;0;0;0;0;0;Unknow
Guaru;0;guar1294;ycn;0;0;0;0;0;0;Unknow
Yukuna of Miritiparaná;0;yuku1245;ycn;0;0;0;0;0;0;Unknow
Aruan;0;arua1264;0;0;0;0;0;0;0;Unknow
Bahuanaic;0;bahu1238;0;0;0;0;0;0;0;Unknow
Mapidianic;0;mapi1253;0;0;0;0;0;0;0;Unknow
Cariai-Manao;0;cari1286;0;0;0;0;0;0;0;Unknow
Xiriâna;0;xiri1243;0;xir;0;0;0;I;E;Unknow
Cariay;0;cari1280;0;0;0;0;0;0;0;Unknow
Manao;0;mana1299;0;0;0;0;0;0;0;Unknow
Mapidian-Mawayana;0;mapi1252;0;0;0;0;0;0;0;Unknow
Wapishanan;0;wapi1252;0;0;0;0;0;0;0;Unknow
Aroaqui;0;aroa1234;0;0;0;0;0;0;0;Unknow
Parauana;0;para1324;0;0;0;0;0;0;0;Unknow
Unclassified Wapishanan;0;uncl1522;0;0;0;0;0;0;0;Unknow
Wapishana-Atorai;0;wapi1254;0;0;0;0;0;0;0;Unknow
Shebayo;0;sheb1234;0;0;0;0;0;0;0;Unknow
Wapishana;0;wapi1253;0;wap;0;0;0;I;L;10K-100K
Amariba;0;amar1241;wap;0;0;0;0;0;0;Unknow
Atorai;0;ator1243;wap;0;0;0;0;0;0;Unknow
Bolivian Arawakan;0;boli1260;0;0;0;0;0;0;0;Unknow
Kampa-Amuesha;0;kamp1244;0;0;0;0;0;0;0;Unknow
Purus-Chamicuro;0;puru1269;0;0;0;0;0;0;0;Unknow
Baure;0;baur1253;0;brg;0;0;0;I;L;Unknow
Mojeno-Paunaca;0;moxo1235;0;0;0;0;0;0;0;Unknow
Terena-Kinikinao-Chane;0;tere1279;0;0;0;0;0;0;0;Unknow
Unclassified Bolivian Arawakan;0;uncl1518;0;0;0;0;0;0;0;Unknow
Modern Baure;0;baur1256;brg;0;0;0;0;0;0;Unknow
Carmelito Baure;0;carm1234;brg;0;0;0;0;0;0;Unknow
Historical Baure;0;hist1234;brg;0;0;0;0;0;0;Unknow
Joaquiniano;0;joaq1235;brg;0;0;0;0;0;0;Unknow
Muxojeona;0;muxo1234;brg;0;0;0;0;0;0;Unknow
Paiconeca;0;paic1240;brg;0;0;0;0;0;0;Unknow
Mojeño;0;moxo1234;0;0;0;0;0;0;0;Unknow
Paunaka;0;paun1241;0;pnk;0;0;0;I;L;Unknow
Ignaciano;0;igna1246;0;ign;0;0;0;I;L;10K-100K
Trinitario-Javeriano-Loretano;0;trin1274;0;0;0;0;0;0;0;Unknow
Javeriano;0;javi1240;trn;0;0;0;0;0;0;Unknow
Loreto;0;lore1245;trn;0;0;0;0;0;0;Unknow
Trinitario;0;trin1278;trn;trn;0;0;0;I;L;10K-100K
Chané;0;chan1322;0;caj;0;0;0;I;E;Unknow
Kinikinao;0;guan1270;0;0;0;0;0;0;0;Unknow
Terena;0;tere1281;ter;0;0;0;0;0;0;Unknow
Apolista;0;apol1242;0;0;0;0;0;0;0;Unknow
Magiana;0;magi1242;0;0;0;0;0;0;0;Unknow
Pre-Andine Maipuran;0;prea1240;0;0;0;0;0;0;0;Unknow
Asha-Ashe-Kak-Matsi-Nan;0;asha1244;0;0;0;0;0;0;0;Unknow
Asha-Ashe-Kak;0;asha1241;0;0;0;0;0;0;0;Unknow
Matsi-Nan;0;mats1245;0;0;0;0;0;0;0;Unknow
Ashe-Asha;0;asha1242;0;0;0;0;0;0;0;Unknow
Ashe-Asha Norte;0;ashe1271;0;0;0;0;0;0;0;Unknow
Asheninka;0;ashe1274;0;0;0;0;0;0;0;Unknow
Ajyíninka Apurucayali;0;ajyi1238;0;cpc;0;0;0;I;L;<10K
Ashéninka Perené;0;ashe1272;0;prq;0;0;0;I;L;<10K
Pichis Ashéninka;0;pich1237;0;cpu;0;0;0;I;L;10K-100K
Ucayali-Yurúa Ashéninka;0;ucay1237;0;cpb;0;0;0;I;L;<10K
Ashéninka Pajonal;0;ashe1273;0;cjo;0;0;0;I;L;<10K
South Ucayali Ashéninka;0;sout3127;0;cpy;0;0;0;I;L;Unknow
Machiguenga;0;mach1267;0;mcb;0;0;0;I;L;<10K
Chamicuro-Morike;0;cham1317;0;0;0;0;0;0;0;Unknow
Purus;0;puru1265;0;0;0;0;0;0;0;Unknow
Morike;0;mori1273;0;0;0;0;0;0;0;Unknow
Apurinã;0;apur1254;0;apu;0;0;0;I;L;<10K
Iñapari;0;inap1242;0;inp;0;0;0;I;L;Unknow
Unclassified Purus;0;uncl1523;0;0;0;0;0;0;0;Unknow
Yineic;0;yine1239;0;0;0;0;0;0;0;Unknow
Modern Iñapari;0;inap1243;inp;0;0;0;0;0;0;Unknow
Pacaguara-Mercier;0;paca1247;inp;0;0;0;0;0;0;Unknow
Carari;0;cara1273;0;0;0;0;0;0;0;Unknow
Machinere;0;mach1268;0;mpd;0;0;0;I;L;<10K
Western Yineic;0;piro1249;0;0;0;0;0;0;0;Unknow
Madre de Dios Yine;0;madr1239;pib;0;0;0;0;0;0;Unknow
Urubamba Yine;0;urub1251;pib;0;0;0;0;0;0;Unknow
Aruá (Amazonas State);0;arua1263;0;aru;0;0;0;I;E;Unknow
Madi-Madiha;0;madi1262;0;0;0;0;0;0;0;Unknow
Paumari;0;paum1247;0;0;0;0;0;0;0;Unknow
Suruahá;0;suru1263;0;swx;0;0;0;I;L;Unknow
Madi;0;jama1261;0;grg;0;0;0;I;L;Unknow
Madiha;0;madi1263;0;0;0;0;0;0;0;Unknow
Banawa;0;bana1307;jaa;0;0;0;0;0;0;Unknow
Eastern Jamamadi;0;east2800;jaa;0;0;0;0;0;0;Unknow
Jarawara;0;jara1276;jaa;0;0;0;0;0;0;Unknow
Culina;0;culi1244;0;cul;0;0;0;I;L;<10K
Deni;0;deni1241;0;0;0;0;0;0;0;Unknow
Juruá-Jutaí;0;juru1257;cul;0;0;0;0;0;0;Unknow
Purus-Envira;0;tuku1255;cul;0;0;0;0;0;0;Unknow
Nuclear Deni;0;mamo1239;dny;0;0;0;0;0;0;Unknow
Western Jamamadi;0;paui1240;dny;0;0;0;0;0;0;Unknow
Xeruã;0;bomf1238;dny;0;0;0;0;0;0;Unknow
Cuniuá;0;inau1238;dny;0;0;0;0;0;0;Unknow
Purus Paumari;0;kuru1310;pad;0;0;0;0;0;0;Unknow
Ituxi Paumari;0;paum1248;pad;0;0;0;0;0;0;Unknow
Tapauá Paumari;0;uaia1240;pad;0;0;0;0;0;0;Unknow
Afrihili;0;afri1275;0;afh;afh;afh;0;I;C;Unknow
Balaybalan;0;bala1318;0;0;0;0;0;0;0;Unknow
Blissymbols;0;blis1239;0;zbl;zbl;zbl;0;I;C;Unknow
Brithenig;0;brit1244;0;bzt;0;0;0;I;C;Unknow
Dutton World Speedwords;0;dutt1234;0;dws;0;0;0;I;C;Unknow
Efate-group-based Artificial Language;0;efat1240;0;0;0;0;0;0;0;Unknow
Esperantic;0;espe1236;0;0;0;0;0;0;0;Unknow
Interlingua (International Auxiliary Language Association);0;inte1239;0;ina;ina;ina;ia;I;C;<10K
Interlingue (Occidental);0;inte1260;0;0;0;0;0;0;0;Unknow
Interglossa;0;inte1261;0;igs;0;0;0;I;C;Unknow
Interlingue;0;inte1262;0;ile;ile;ile;ie;I;C;Unknow
Interslavic zonal constructed language;0;inte1263;0;0;0;0;0;0;0;Unknow
Kotava;0;kota1280;0;avk;0;0;0;I;C;Unknow
Láadan;0;laad1235;0;ldn;0;0;0;I;C;Unknow
Ladakhi Sign;0;lada1245;0;0;0;0;0;0;0;Unknow
Lingua Franca Nova;0;ling1267;0;lfn;0;0;0;I;C;Unknow
Lojban;0;lojb1234;0;jbo;jbo;jbo;0;I;C;Unknow
Malawian Sign Language;0;mala1549;0;lws;0;0;0;I;L;Unknow
Neo (Artificial Language);0;neoa1234;0;0;0;0;0;0;0;Unknow
N'Ko;0;nkoa1234;0;nqo;nqo;nqo;0;I;L;Unknow
Novial;0;novi1234;0;nov;0;0;0;I;C;Unknow
Palawa Kani;0;pala1356;0;0;0;0;0;0;0;Unknow
Quenya;0;quen1234;0;qya;0;0;0;I;C;Unknow
Rennellese Sign Language;0;renn1236;0;0;0;0;0;0;0;Unknow
Romanova;0;roma1338;0;rmv;0;0;0;I;C;Unknow
Sindarin;0;sind1281;0;sjn;0;0;0;I;C;Unknow
Talossan;0;talo1253;0;tzl;0;0;0;I;C;Unknow
Toki Pona;0;toki1239;0;tok;0;0;0;I;C;Unknow
Volapük;0;vola1234;0;vol;vol;vol;vo;I;C;Unknow
Efatese;0;efat1235;0;0;0;0;0;0;0;Unknow
Esperanto;0;espe1235;0;epo;epo;epo;eo;I;C;2000000
Ido;0;idoo1234;0;ido;ido;ido;io;I;C;<10K
Awake;0;awak1251;atx;0;0;0;0;0;0;Unknow
Uruak;0;urua1245;atx;0;0;0;0;0;0;Unknow
Eastern Atakapa;0;east2802;aqp;0;0;0;0;0;0;Unknow
Western Atakapa;0;west2881;aqp;0;0;0;0;0;0;Unknow
Athabaskan-Eyak;0;atha1246;0;0;0;0;0;0;0;Unknow
Athabaskan;0;atha1247;0;0;0;0;0;0;0;Unknow
Eyak;0;eyak1241;0;eya;0;0;0;I;E;Unknow
Apachean;0;apac1239;0;0;0;0;0;0;0;Unknow
Central British Columbia Athabaskan;0;cent2370;0;0;0;0;0;0;0;Unknow
Central Alaska-Yukon Athabaskan;0;cent2371;0;0;0;0;0;0;0;Unknow
Northwestern Canada Athabaskan;0;nort3354;0;0;0;0;0;0;0;Unknow
Pacific Coast Athabaskan;0;paci1277;0;0;0;0;0;0;0;Unknow
Sarsi;0;sars1236;0;srs;0;0;0;I;L;Unknow
Southern Alaskan Athabaskan;0;sout3337;0;0;0;0;0;0;0;Unknow
Kiowa Apache;0;kiow1264;0;apk;0;0;0;I;L;Unknow
Southwestern Apachean;0;sout3151;0;0;0;0;0;0;0;Unknow
Eastern Southwestern Apachean;0;east2723;0;0;0;0;0;0;0;Unknow
Western Southwestern Apachean;0;west2810;0;0;0;0;0;0;0;Unknow
Jicarilla Apache;0;jica1244;0;apj;0;0;0;I;L;Unknow
Lipan Apache;0;lipa1241;0;apl;0;0;0;I;L;Unknow
Mescalero-Chiricahua Apache;0;mesc1238;0;apm;0;0;0;I;L;<10K
Carrieric;0;carr1250;0;0;0;0;0;0;0;Unknow
Chilcotin-Nicola;0;chil1280;0;0;0;0;0;0;0;Unknow
Witsuwit'en-Babine;0;babi1235;0;0;0;0;0;0;0;Unknow
Dakelh;0;carr1248;0;0;0;0;0;0;0;Unknow
Babine-Takla;0;babi1236;bcr;0;0;0;0;0;0;Unknow
Witsuwit'en;0;wits1234;bcr;0;0;0;0;0;0;Unknow
Central Carrier;0;carr1249;0;0;0;0;0;0;0;Unknow
Southern Carrier;0;sout2958;0;caf;0;0;0;I;L;<10K
Nak'azdli;0;naka1267;crx;0;0;0;0;0;0;Unknow
Tl'azt'en;0;tlaz1236;crx;0;0;0;0;0;0;Unknow
Yekooche;0;yeko1241;crx;0;0;0;0;0;0;Unknow
Blackwater Carrier;0;blac1272;caf;0;0;0;0;0;0;Unknow
Nechako-Fraser;0;nech1234;caf;0;0;0;0;0;0;Unknow
Kluskus;0;klus1234;caf;0;0;0;0;0;0;Unknow
Nazko;0;nazk1234;caf;0;0;0;0;0;0;Unknow
Red Bluff;0;redb1234;caf;0;0;0;0;0;0;Unknow
Ulgatcho;0;ulga1234;caf;0;0;0;0;0;0;Unknow
Cheslatta;0;ches1239;caf;0;0;0;0;0;0;Unknow
Lheidli;0;lhei1234;caf;0;0;0;0;0;0;Unknow
Nadleh;0;nadl1234;caf;0;0;0;0;0;0;Unknow
Stellakoh;0;stel1239;caf;0;0;0;0;0;0;Unknow
Stoney Creek;0;ston1243;caf;0;0;0;0;0;0;Unknow
Nicola Valley Athabaskan;0;nico1265;clc;0;0;0;0;0;0;Unknow
Tsilhqut'in;0;tsil1234;clc;0;0;0;0;0;0;Unknow
Gwichin-Han;0;gwic1236;0;0;0;0;0;0;0;Unknow
Koyukonic;0;koyu1238;0;0;0;0;0;0;0;Unknow
Tanana-Tutchone;0;tana1299;0;0;0;0;0;0;0;Unknow
Gwich'in;0;gwic1235;0;0;0;0;0;0;0;Unknow
Han;0;hann1241;0;haa;0;0;0;I;L;<10K
Alaskan Kutchin;0;alas1257;gwi;0;0;0;0;0;0;Unknow
Canadian Kutchin;0;cana1271;gwi;0;0;0;0;0;0;Unknow
Dawson Han;0;daws1234;haa;0;0;0;0;0;0;Unknow
Eagle Han;0;eagl1234;haa;0;0;0;0;0;0;Unknow
Degexit'an;0;dege1248;0;ing;0;0;0;I;L;Unknow
Lower Yukon Ingalik;0;lowe1452;ing;0;0;0;0;0;0;Unknow
Middle Kuskokwim Ingalik;0;midd1368;ing;0;0;0;0;0;0;Unknow
Central Koyukon;0;cent2374;koy;0;0;0;0;0;0;Unknow
Lower Koyukon;0;lowe1453;koy;0;0;0;0;0;0;Unknow
Upper Koyukon;0;uppe1474;koy;0;0;0;0;0;0;Unknow
Tananaic;0;tana1298;0;0;0;0;0;0;0;Unknow
Tutchone;0;tutc1236;0;0;0;0;0;0;0;Unknow
Upper Tananaic;0;uppe1472;0;0;0;0;0;0;0;Unknow
Chena (Lower Tanana);0;chen1270;taa;0;0;0;0;0;0;Unknow
Minto-Tolovana-Toklat-Nenana-Wood River;0;mint1240;taa;0;0;0;0;0;0;Unknow
Salcha-Goodpastor;0;salc1239;taa;0;0;0;0;0;0;Unknow
Northway;0;nort3356;tau;0;0;0;0;0;0;Unknow
Tetlin;0;tetl1234;tau;0;0;0;0;0;0;Unknow
Northern Tutchone;0;nort2941;0;ttm;0;0;0;I;L;Unknow
Southern Tutchone;0;sout2957;0;tce;0;0;0;I;L;<10K
Cordillera Athabaskan;0;cord1235;0;0;0;0;0;0;0;Unknow
Slaveyic;0;hare1243;0;0;0;0;0;0;0;Unknow
Eastern Chipewyan;0;east2857;chp;0;0;0;0;0;0;Unknow
Old Yellowknife Chipewyan;0;oldy1234;chp;0;0;0;0;0;0;Unknow
Western Chipewyan;0;west2954;chp;0;0;0;0;0;0;Unknow
Beaver-Sekani;0;beav1237;0;0;0;0;0;0;0;Unknow
Nahanni;0;tahl1238;0;0;0;0;0;0;0;Unknow
Beaver;0;beav1236;0;bea;0;0;0;I;L;<10K
Slave;0;slav1253;0;0;0;0;0;0;0;Unknow
North Slavey;0;nort2942;0;scs;0;0;0;I;L;<10K
South Slavey;0;sout2959;0;xsl;0;0;0;I;L;Unknow
Bearlake Slavey;0;bear1241;scs;0;0;0;0;0;0;Unknow
Hare;0;hare1244;scs;0;0;0;0;0;0;Unknow
Mountain Slavey;0;moun1257;scs;0;0;0;0;0;0;Unknow
California Athabaskan;0;cali1245;0;0;0;0;0;0;0;Unknow
Kwalhioqua-Clatskanie;0;kwal1258;0;0;0;0;0;0;0;Unknow
Oregon Athabaskan;0;oreg1242;0;0;0;0;0;0;0;Unknow
Hupa-Chilula;0;hupa1239;0;0;0;0;0;0;0;Unknow
Kato;0;kato1244;0;ktw;0;0;0;I;E;Unknow
Mattole-Bear River;0;matt1238;0;0;0;0;0;0;0;Unknow
Eel River Athabaskan;0;wail1244;0;0;0;0;0;0;0;Unknow
